,Unnamed: 0,country_code,country,region_1,date,retail_recreation,grocery_pharmacy,parks,transit,workplaces,residential,s_d_score
139,17039,CA,Canada,British Columbia,2020-03-24,13.888888888888888,26.086956521739125,23.873873873873872,7.792207792207793,28.915662650602414,82.75862068965516,82.05941118536745
140,17040,CA,Canada,British Columbia,2020-03-25,15.277777777777777,27.536231884057973,34.68468468468468,11.688311688311689,26.506024096385545,79.31034482758619,74.08329312583143
141,17041,CA,Canada,British Columbia,2020-03-26,8.333333333333336,18.840579710144922,8.558558558558559,3.8961038961038987,25.30120481927711,86.20689655172413,95.52318137196885
142,17042,CA,Canada,British Columbia,2020-03-27,9.722222222222223,18.840579710144922,7.207207207207208,3.8961038961038987,26.506024096385545,86.20689655172413,95.84052643049928
143,17043,CA,Canada,British Columbia,2020-03-28,0.0,10.144927536231881,0.0,2.597402597402599,36.144578313253014,65.51724137931035,100.0
144,17044,CA,Canada,British Columbia,2020-03-29,8.333333333333336,10.144927536231881,28.828828828828822,10.389610389610393,37.34939759036144,51.72413793103448,78.4934505796009
145,17045,CA,Canada,British Columbia,2020-03-30,12.5,14.492753623188403,11.711711711711711,3.8961038961038987,26.506024096385545,79.31034482758619,92.85249486953656
146,17046,CA,Canada,British Columbia,2020-03-31,16.666666666666668,21.739130434782606,29.279279279279276,6.493506493506494,26.506024096385545,82.75862068965516,80.74433052120516
147,17047,CA,Canada,British Columbia,2020-04-01,13.888888888888888,18.840579710144922,27.027027027027025,5.194805194805198,25.30120481927711,82.75862068965516,83.95656001407544
148,17048,CA,Canada,British Columbia,2020-04-02,12.5,18.840579710144922,22.97297297297297,2.597402597402599,25.30120481927711,86.20689655172413,87.77544749239158
149,17049,CA,Canada,British Columbia,2020-04-03,13.888888888888888,20.289855072463762,18.918918918918916,5.194805194805198,27.710843373493983,82.75862068965516,87.33924346048886
150,17050,CA,Canada,British Columbia,2020-04-04,8.333333333333336,15.942028985507244,16.216216216216218,6.493506493506494,37.34939759036144,62.06896551724137,85.98278825199219
151,17051,CA,Canada,British Columbia,2020-04-05,9.722222222222223,7.246376811594201,30.630630630630627,7.792207792207793,37.34939759036144,51.72413793103448,79.00541525917015
152,17052,CA,Canada,British Columbia,2020-04-06,18.055555555555554,17.391304347826082,32.88288288288288,7.792207792207793,27.710843373493983,75.86206896551724,78.23833659227425
153,17053,CA,Canada,British Columbia,2020-04-07,19.444444444444446,23.188405797101446,46.84684684684684,9.090909090909093,27.710843373493983,79.31034482758619,69.43325753130726
154,17054,CA,Canada,British Columbia,2020-04-08,19.444444444444446,23.188405797101446,40.54054054054054,10.389610389610393,26.506024096385545,79.31034482758619,72.20773681302107
155,17055,CA,Canada,British Columbia,2020-04-09,29.166666666666668,40.579710144927525,43.24324324324324,10.389610389610393,26.506024096385545,75.86206896551724,60.786761590113244
156,17056,CA,Canada,British Columbia,2020-04-10,11.111111111111109,23.188405797101446,45.49549549549549,0.0,0.0,100.0,79.66490241762422
157,17057,CA,Canada,British Columbia,2020-04-11,12.5,26.086956521739125,26.126126126126124,11.688311688311689,36.144578313253014,58.620689655172406,74.06058799358935
158,17058,CA,Canada,British Columbia,2020-04-12,4.166666666666668,0.0,35.585585585585584,9.090909090909093,36.144578313253014,48.275862068965516,79.58816165939143
159,17059,CA,Canada,British Columbia,2020-04-13,15.277777777777777,14.492753623188403,37.83783783783783,2.597402597402599,13.253012048192769,86.20689655172413,81.55391492213143
160,17060,CA,Canada,British Columbia,2020-04-14,22.222222222222225,27.536231884057973,42.79279279279278,9.090909090909093,28.915662650602414,79.31034482758619,69.0237839710828
161,17061,CA,Canada,British Columbia,2020-04-15,23.611111111111114,27.536231884057973,45.49549549549549,11.688311688311689,27.710843373493983,79.31034482758619,66.77024605163993
162,17062,CA,Canada,British Columbia,2020-04-16,23.611111111111114,27.536231884057973,48.19819819819819,10.389610389610393,28.915662650602414,79.31034482758619,65.75140818428308
163,17063,CA,Canada,British Columbia,2020-04-17,20.833333333333332,24.637681159420286,29.279279279279276,10.389610389610393,30.120481927710852,79.31034482758619,76.78558602514342
164,17064,CA,Canada,British Columbia,2020-04-18,15.277777777777777,23.188405797101446,33.783783783783775,18.181818181818183,44.578313253012055,55.17241379310344,68.38637852060965
165,17065,CA,Canada,British Columbia,2020-04-19,15.277777777777777,13.04347826086956,35.13513513513513,14.285714285714288,43.37349397590362,44.82758620689655,69.87330863621821
166,17066,CA,Canada,British Columbia,2020-04-20,22.222222222222225,24.637681159420286,40.99099099099098,11.688311688311689,30.120481927710852,72.41379310344827,68.62686970624019
167,17067,CA,Canada,British Columbia,2020-04-21,22.222222222222225,27.536231884057973,37.83783783783783,9.090909090909093,31.325301204819283,75.86206896551724,70.53080688733422
168,17068,CA,Canada,British Columbia,2020-04-22,18.055555555555554,24.637681159420286,17.567567567567565,7.792207792207793,28.915662650602414,79.31034482758619,83.76924795233214
169,17069,CA,Canada,British Columbia,2020-04-23,20.833333333333332,30.43478260869565,37.387387387387385,11.688311688311689,30.120481927710852,79.31034482758619,70.2674607058705
170,17070,CA,Canada,British Columbia,2020-04-24,19.444444444444446,28.985507246376805,34.234234234234236,12.987012987012989,32.53012048192772,72.41379310344827,70.60031590078634
171,17071,CA,Canada,British Columbia,2020-04-25,13.888888888888888,27.536231884057973,19.819819819819816,14.285714285714288,44.578313253012055,58.620689655172406,75.62864387414915
